연번,시도,시군구,시군구,주소,기관명,대표전화,종별구분,설립구분,행정입원,폐쇄병상,개방병상,입원병상운영_야간공휴일,응급입원,낮병동운영,상급종합병원여부
236,서울,광진구,,긴고랑로 64,전재진정신건강의학과의원,02-456-7482,6. 의원,4. 개인,,,,,,,
237,서울,광진구,,능동로 380,조광신경정신과의원,02-467-2323,6. 의원,4. 개인,,,,,,,
238,서울,광진구,,천호대로 559,조근호정신건강의학과,02-2201-2900,6. 의원,4. 개인,,,,,,,
239,서울,광진구,,능동로 50길 8,푸른마음전신과의원,02-3436-1675,6. 의원,4. 개인,,,,,,,
240,서울,광진구,,아차산로 382,프레즌트정신건강의학과의원,02-452-9275,6. 의원,4. 개인,,,,,,,
241,서울,광진구,,아차산로 229,해들정신건강의학과의원,02-465-0300,6. 의원,4. 개인,,,,,,,
242,서울,광진구,,광나루로 56길 63,화인정신건강희학과의원,02-452-7205,6. 의원,4. 개인,,,,,,,
243,서울,구로구,,구로동로 148,고려대학교구로병원,02-2626-1114,1. 종합병원,3. 법인,,,,,,,O
244,서울,구로구,,구로동로 240,고려제일정신건강의학과의원,02-859-4469,6. 의원,4. 개인,,,,,,,
245,서울,구로구,,개봉로 126,구로다나병원,02-2613-8001,2. 정신병원,3. 법인,,,,O,O,,
246,서울,구로구,,경인로 661 신도림1차추르지오 상가,김경률정신건강의학과의원,02-2678-2679,6. 의원,4. 개인,,,,,,,
247,서울,구로구,,경인로 661,늘벗정신건강의학과,02-3439-8818,6. 의원,4. 개인,,,,,,,
248,서울,구로구,,도림로 65,마음과마음정신건강의학과,02-856-4975,6. 의원,4. 개인,,,,,,,
249,서울,구로구,,경서로 6,백상정신건강의학과,02-2686-6449,6. 의원,4. 개인,,,,,,,
250,서울,구로구,,남부순환로 97길3,새봄정신건강의학과의원,02-2689-7182,6. 의원,4. 개인,,,,,,,
251,서울,구로구,,경인로 67길 23,성모연정신건강의학과의원,02-2038-7785,6. 의원,4. 개인,,,,,,,
252,서울,구로구,,구로중앙로 134,아름다운미래의원,02-864-7341,6. 의원,4. 개인,,,,,,,
253,서울,구로구,,시흥대로 551,연세봄정신건강의학과,02-867-2022,6. 의원,4. 개인,,,,,,,
254,서울,구로구,,디지털로 32길 79,연세정신건강의학과의원,02-855-9996,6. 의원,4. 개인,,,,,,,
255,서울,구로구,,가마산로 236 도진빌딩,정인과정신건강의학과의원,02-830-8080,6. 의원,4. 개인,,,,,,,
256,서울,구로구,,디지털로 285 에이스트윈타워1차,푸른솔정신건강의학과의원,02-856-5557,6. 의원,4. 개인,,,,,,,
257,서울,금천구,,가산디지털1로 186 제이플라츠,가산성모정신건강의학과의원,02-6952-7551,6. 의원,4. 개인,,,,,,,
258,서울,금천구,,시흥대로 403,금천키다리정신건강의학과의원,02-857-7015,6. 의원,4. 개인,,,,,,,
259,서울,금천구,,시흥대로 214,나래정신건강의학과의원,02-802-3180,6. 의원,4. 개인,,,,,,,
260,서울,금천구,,시흥대로 278,백산정신건강의학과의원,02-809-5126,6. 의원,4. 개인,,,,,,,
261,서울,금천구,,시흥대로 139길 8,새움병원,1577-7015,5. 병원,3. 법인,,,,,,,
262,서울,금천구,,가산디지털1로 181,서울W정신건강의학과의원,02-6281-6081,6. 의원,4. 개인,,,,,,,
263,서울,금천구,,가산로 122,성지병원,02-867-7056,2. 정신병원,4. 개인,O,,,,O,,
264,서울,금천구,,가산디지털1로 168,슬기로운정신건강의학과의원,02-837-1256,6. 의원,4. 개인,,,,,,,
265,서울,금천구,,가산디지털1로 5 대륭테크노타운 20차,아침해 정신건강의학과의원,02-2225-8410,6. 의원,4. 개인,,,,,,,
266,서울,금천구,,시흥대로 399,에스정신건강의학과의원,02-809-3088,6. 의원,4. 개인,,,,,,,
267,서울,금천구,,가산디지털1로 171,연세가산숲정신건강의학과의원,02-6954-0707,6. 의원,4. 개인,,,,,,,
268,서울,금천구,,독산로 134 (시흥동) 삼보빌딩,정경화 정신건강의학과의원,02-894-7875,6. 의원,4. 개인,,,,,,,
269,서울,노원구,,동일로 192길 74,고려숲정신건강의학과의원,02-977-7575,6. 의원,4. 개인,,,,,,,
270,서울,노원구,,동일로 1550,김영헌정신과의원,02-952-3732,6. 의원,4. 개인,,,,,,,
271,서울,노원구,,동일로 1382,김태영정신건강의학과의원,02-937-0118,6. 의원,4. 개인,,,,,,,
272,서울,노원구,,동일로 1393,노원신경정신과,02-933-5151,6. 의원,4. 개인,,,,,,,
273,서울,노원구,,한글비석로 68,노원을지대학교병원,02-970-8436,1. 종합병원,3. 법인,,,,O,,,
274,서울,노원구,,노해로 488,디딤정신건강의학과,02-909-8782,6. 의원,4. 개인,,,,,,,
275,서울,노원구,,동일로 215길2,마음함께정신건강의학과의원,02-2088-0075,6. 의원,4. 개인,,,,,,,
276,서울,노원구,,노해로 501,박재순신경정신과의원,02-952-5200,6. 의원,4. 개인,,,,,,,
277,서울,노원구,,동일로 1342,상계백병원,02-950-1114,1. 종합병원,3. 법인,,,,,,,
278,서울,노원구,,동일로 1379,상계신경정신과,02-3391-7575,6. 의원,4. 개인,,,,,,,
279,서울,노원구,,노해로 492 프린스빌딩,서울아이정신과의원,02-932-7586,6. 의원,4. 개인,,,,,,,
280,서울,노원구,,화랑로 321,석계정신과의원,02-914-9361,6. 의원,4. 개인,,,,,,,
281,서울,노원구,,동일로 204가길 34,선정신건강의학과,02-948-4482,6. 의원,4. 개인,,,,,,,
282,서울,노원구,,화랑로 337 인현빌딩,성모나무정신건강의학과,02-6925-0002,6. 의원,4. 개인,,,,,,,
283,서울,노원구,,노해로 482,아이맘정신건강의학과,02-951-0270,6. 의원,4. 개인,,,,,,,
284,서울,노원구,,상계로 32 노원역보미더클래스,연세소울정신건강의학과의원,02-933-7501,6. 의원,4. 개인,,,,,,,
285,서울,노원구,,한글비석로 270,연세힐정신건강의학과 의원,02-935-8305,6. 의원,4. 개인,,,,,,,
286,서울,노원구,,한글비석로 384,열린성모정신과,02-937-9114,6. 의원,4. 개인,,,,,,,
287,서울,노원구,,동일로 1345,이앤정정신건강희학과,02-939-0909,6. 의원,4. 개인,,,,,,,
288,서울,노원구,,노해로 457,전성일정신건강의학과의원,02-938-7997,6. 의원,4. 개인,,,,,,,
289,서울,노원구,,동일로 987,태능성심정신건강의학과의원,02-979-5757,6. 의원,4. 개인,,,,,,,
290,서울,노원구,,노원로 75,한국원자력의학원 원자력병원,02-974-2501,1. 종합병원,2. 공립,,,,,,,
291,서울,도봉구,,도당로 51,가화한방병원,02-955-1772,4. 한방병원,4. 개인,,,,,,,
292,서울,도봉구,,해등로 129,다나병원,02-942-8000,2. 정신병원,4. 개인,,,,,O,,
293,서울,도봉구,,노해로 65길 11,마음편한정신건강의학과의원,02-991-9596,6. 의원,4. 개인,,,,,,,
294,서울,도봉구,,삼양로 610,베이직병원,02-990-2999,2. 정신병원,4. 개인,O,,,,O,O,
295,서울,도봉구,,도봉로 150길 8,성모샘정신건강의학과의원,02-951-0552,6. 의원,4. 개인,,,,,,,
296,서울,도봉구,,도봉로 551,성모휴정신건강의학과의원,02-949-1966,6. 의원,4. 개인,,,,,,,
297,서울,도봉구,,도봉로 669,연세한별정신건강의학과의원,02-955-9924,6. 의원,4. 개인,,,,,,,
298,서울,도봉구,,도봉로 476,전지홍정신과의원,02-999-6644,6. 의원,4. 개인,,,,,,,
299,서울,도봉구,,도봉로 150길 43,푸른고래정신건강의학과의원,070-8880-9999,6. 의원,4. 개인,,,,,,,
300,서울,도봉구,,우이천로 308,한전의료재단 한일병원,02-901-3114,1. 종합병원,3. 법인,,,,,,,
301,서울,동대문구,,홍릉로 5,강신삼신경정신과의원,02-969-9491,6. 의원,4. 개인,,,,,,,
302,서울,동대문구,,경희대로 23,경희대학교병원,02-958-8114,1. 종합병원,3. 법인,,,,O,O,O,O
303,서울,동대문구,,이문로 37,경희채움정신건강의학과의원,02-968-1070,6. 의원,4. 개인,,,,,,,
304,서울,동대문구,,망우로 21길 4(휘경동77-7),김표한정신과의원,02-2212-2040,6. 의원,4. 개인,,,,,,,
305,서울,동대문구,,천호대로 307 3층,남송M정신과의원,02-2212-1774,6. 의원,4. 개인,,,,,,,
306,서울,동대문구,,회기로 154,더봄정신건강의학과의원,02-962-6300,6. 의원,4. 개인,,,,,,,
307,서울,동대문구,,망우로 12길 1.,도연정신과의원,02-2242-8992,6. 의원,4. 개인,,,,,,,
308,서울,동대문구,,고산자로 399,마음과 마음 정신건강의학과,02-6959-0456,6. 의원,4. 개인,,,,,,,
309,서울,동대문구,,한천로 49,멘토스 병원,02-2214-5100,2. 정신병원,4. 개인,O,,,O,O,O,
310,서울,동대문구,,왕산로 45 KY타워,박신경정신과의원,02-923-7610,6. 의원,4. 개인,,,,,,,
311,서울,동대문구,,휘경로 13,밝은봄정신건강의학과,02-3295-9058,6. 의원,4. 개인,,,,,,,
312,서울,동대문구,,망우로 82,삼육서울병원,1577-3675,1. 종합병원,3. 법인,,,,,,,
313,서울,동대문구,,고산자로 421,서울명병원,02-965-2800,2. 정신병원,4. 개인,O,,,O,O,,
314,서울,동대문구,,왕산로 259,서울성심병원,02-966-1616,1. 종합병원,4. 개인,,,,,,,
315,서울,동대문구,,무학로 124,서울특별시 동부병원,02-920-9114,1. 종합병원,2. 공립,,,,,,,
316,서울,동대문구,,이문로 98,서울현정신건강의학과,02-6949-5663,6. 의원,4. 개인,,,,,,,
317,서울,동대문구,,장한로 25길 3,연세동행정신건강의학과의원,0507-1458-7720,6. 의원,4. 개인,,,,,,,
318,서울,동대문구,,왕산로 32길7,오정신건강의학과의원,02-969-7341,6. 의원,4. 개인,,,,,,,
319,서울,동대문구,,왕산로 176,이성주정신건강의학과의원,02-959-6212,6. 의원,4. 개인,,,,,,,
320,서울,동대문구,,천호대로 273 경원빌딩 10층,지안정신건강의학과,02-6217-7575,6. 의원,4. 개인,,,,,,,
321,서울,동대문구,,천호대로 421,지혜병원,02-499-9955,2. 정신병원,4. 개인,,,,,O,,
322,서울,동대문구,,왕산로 236(전농동 597-26),청량리정신건강의학과의원,02-966-1171,6. 의원,4. 개인,,,,,,,
323,서울,동대문구,,천호대로 295,최태영정신건강의학과의원,02-2245-9940,6. 의원,4. 개인,,,,,,,
324,서울,동작구,,보라매로 113 코스모빌딩,가족사랑서울정신건강의학과,02-812-9494,6. 의원,4. 개인,,,,,,,
325,서울,동작구,,현충로 75 원불교소태산기념관,나란히 정신건강의학과,02-6484-8110,6. 의원,4. 개인,,,,,,,
326,서울,동작구,,노량진로 140,나루정신건강의학과의원,02-817-8275,6. 의원,4. 개인,,,,,,,
327,서울,동작구,,노량진로 150,노량진성모정신건강의학과의원,02-6954-2375,6. 의원,4. 개인,,,,,,,
328,서울,동작구,,동작대로 7(사당동,마음누리 정신건강의학과의원,02-525-3337,6. 의원,4. 개인,,,,,,,
329,서울,동작구,,상도로 247,마음봄정신건강의학과,02-812-9888,6. 의원,4. 개인,,,,,,,
330,서울,동작구,,시흥대로 664 충성빌딩,박신영정신건강의학과의원,02-833-3777,6. 의원,4. 개인,,,,,,,
331,서울,동작구,,동작대로 89,박언규신경정신과,02-532-1283,6. 의원,4. 개인,,,,,,,
332,서울,동작구,,상도로 178 강남빌딩,박홍석정신건강의학과의원,02-816-4752,6. 의원,4. 개인,,,,,,,
333,서울,동작구,,장승배기로 98,변재영정신건강의학과의원,02-815-0353,6. 의원,4. 개인,,,,,,,
334,서울,동작구,,상도로 69,봄정신건강의학과의원,02-812-2226,6. 의원,4. 개인,,,,,,,
335,서울,동작구,,동작대로 13 보광빌딩,사당숲정신건강의학과,02-6958-8910,6. 의원,4. 개인,,,,,,,
336,서울,동작구,,상도로 345 미사랑빌딩,삼성공감정신건강의학과의원,02-826-9647,6. 의원,4. 개인,,,,,,,
337,서울,동작구,,양녕로 270,상도숲정신건강의학과,02-6958-8910,6. 의원,4. 개인,,,,,,,
338,서울,동작구,,상도로 264,상도연세정신건강의학과의원,02-822-0345,6. 의원,4. 개인,,,,,,,
339,서울,동작구,,보라매로 5길 20,서울특별시보라매병원,1577-0075,1. 종합병원,2. 공립,,,,O,O,,
340,서울,동작구,,사당로 300,성모숲정신건강의학과의원,02-522-0520,6. 의원,4. 개인,,,,,,,
341,서울,동작구,,사당로 220,세종정신건강의학과의원,02-596-0596,6. 의원,4. 개인,,,,,,,
342,서울,동작구,,동작대로 109,연세공감정신건강의학과,02-532-5350,6. 의원,4. 개인,,,,,,,
343,서울,동작구,,상도로 13,연세광정신건강의학과,02-3280-0375,6. 의원,4. 개인,,,,,,,
344,서울,동작구,,동작대로 121,이수정신건강의학과,02-532-0135,6. 의원,4. 개인,,,,,,,
345,서울,동작구,,흑석로 102,중앙대학교병원,1800-1114,1. 종합병원,3. 법인,,,,O,O,,O
346,서울,동작구,,상도로 65,파랑새 정신건강의학과 의원,02-9280-3336,6. 의원,4. 개인,,,,,,,
347,서울,동작구,,장승배기로 144 (노량진동),홍정신건강의학과의원,02-815-8383,6. 의원,4. 개인,,,,,,,
348,서울,마포구,,양화로 165 상진빌딩,그루정신건강의학과의원,02-334-0401,6. 의원,4. 개인,,,,,,,
349,서울,마포구,,양화로 50,김유광정신건강의학과의원,02-322-0082,6. 의원,4. 개인,,,,,,,
350,서울,마포구,,신촌로 262,나해란정신건강의학과의원,02-365-8255,6. 의원,4. 개인,,,,,,,
351,서울,마포구,,신촌로 266-1,노정신건강의학과의원,02-365-8558,6. 의원,4. 개인,,,,,,O,
352,서울,마포구,,월드컵북로 396 누리꿈스퀘어 지하,도우정신건강의학과의원,02-2132-8121,6. 의원,4. 개인,,,,,,,
353,서울,마포구,,신촌로 62,동교정신건강의학과의원,02-333-3572,6. 의원,4. 개인,,,,,,,
354,서울,마포구,,마포대로 53 마포트라팰리스 C동,마음과사람정신건강의학과의원,02-712-9124,6. 의원,4. 개인,,,,,,,
355,서울,마포구,,월드컵로 3길14,마음무늬정신건강의학과의원,비공개,6. 의원,4. 개인,,,,,,,
356,서울,마포구,,신촌로 16길 4,마음사랑정신건강의학과의원,02-322-9959,6. 의원,4. 개인,,,,,,,
357,서울,마포구,,마포대로 68,마음쉼표정신건강의학과의원,02-712-0101,6. 의원,4. 개인,,,,,,,
358,서울,마포구,,양화로 59,마음이해정신건강의학과 의원,02-336-8375,6. 의원,4. 개인,,,,,,,
359,서울,마포구,,마포대로 68,마인드맨션의원,02-704-3588,6. 의원,4. 개인,,,,,,,
360,서울,마포구,,마포대로 173-14 마포센텀슬로우스퀘어,마포성모정신건강의학과의원,02-6953-7531,6. 의원,4. 개인,,,,,,,
361,서울,마포구,,마포대로 52,미소정신건강의학과의원,02-3273-9591,6. 의원,4. 개인,,,,,,,
362,서울,마포구,,성암로 189 B1,민정신건강의학과의원,02-303-0852,6. 의원,4. 개인,,,,,,,
363,서울,마포구,,마포대로 33 마포한화오벨리스크,삼성사과나무정신건강의학과의원,02-703-9985,6. 의원,4. 개인,,,,,,,
364,서울,마포구,,월드컵북로 402 케이지아이티센터 215,상암정신건강의학과의원,02-6393-5125,6. 의원,4. 개인,,,,,,,
365,서울,마포구,,양화로 133 서교타워,서울숲정신건강의학과의원,02-2088-0336,6. 의원,4. 개인,,,,,,,
366,서울,마포구,,백범로 31길 8 공덕SK리더스뷰 상가,서울제이씨정신건강의학과의원,02-715-5089,6. 의원,4. 개인,,,,,,,
367,서울,마포구,,마포대로 68,서울탑정신건강의학과의원,02-6933-1800,6. 의원,4. 개인,,,,,,,
368,서울,마포구,,양화로 72,성모드림정신건강의학과의원,02-2088-7562,6. 의원,4. 개인,,,,,,,
369,서울,마포구,,양화로 156 LG팰리스빌딩,신재경정신건강의학과의원,02-338-2016,6. 의원,4. 개인,,,,,,,
370,서울,마포구,,동교로 179,에이원정신건강의학과의원,02-3142-4000,6. 의원,4. 개인,,,,,,,
371,서울,마포구,,서강로 142,연세로뎀정신건강의학과의원,02-707-0891,6. 의원,4. 개인,,,,,,O,
372,서울,마포구,,월드컵로 87,연세맑은정신건강의학과의원,02-2088-8488,6. 의원,4. 개인,,,,,,,
373,서울,마포구,,백범로 1,연세멘토정신건강의학과의원,02-702-2052,6. 의원,4. 개인,,,,,,,
374,서울,마포구,,만리재로 15 제일빌딩,연세진정신건강의학과의원,02-6391-9009,6. 의원,4. 개인,,,,,,,
375,서울,마포구,,신촌로 174,연세필정신건강의학과의원,02-715-1114,6. 의원,4. 개인,,,,,,,
376,서울,마포구,,마포대로 92 효성해링턴 A동,온안정신건강의학과의원,02-702-1008,6. 의원,4. 개인,,,,,,,
377,서울,마포구,,월드컵로 82-1,유정신건강의학과의원,02-332-2977,6. 의원,4. 개인,,,,,,,
378,서울,마포구,,백범로 178 A 202,윤홍균정신건강의학과의원,02-706-0065,6. 의원,4. 개인,,,,,,,
379,서울,마포구,,백범로 202 kcc웰츠타워,정유리정신건강의학과의원,02-711-9900,6. 의원,4. 개인,,,,,,,
380,서울,마포구,,서강로 144,주정신건강의학과의원,02-718-5239,6. 의원,4. 개인,,,,,,,
381,서울,마포구,,백범로 199 메트로디오빌,표진인정신건강의학과의원,02-6677-4300,6. 의원,4. 개인,,,,,,,
382,서울,마포구,,월드컵북로 494,푸르메재단넥슨어린이재활병원,02-6070-9000,3. 요양병원,2. 공립,,,,,,,
383,서울,마포구,,양화로 7길 3,합정꿈정신건강의학과의원,0507-1315-0425,6. 의원,4. 개인,,,,,,,
384,서울,마포구,,양화로 178,해람정신건강의학과의원,02-723-8189,6. 의원,4. 개인,,,,,,,
385,서울,마포구,,백범로 13,해솔정신건강의학과의원,02-6357-7575,6. 의원,4. 개인,,,,,,,
